words_num,awerage_word_length,italicness,formuleness,heading_first_word,boldness_first_word,is_capital_first_letter,type,text
1,1.0,0.0,0.0,False,0.0,False,text," 7
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," r
"
1,1.0,0.0,0.0,False,0.0,False,text," a
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,True,text," M
"
1,1.0,0.0,0.0,False,0.0,False,text," 5
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," ]
"
1,1.0,0.0,0.0,False,0.0,True,text," S
"
1,1.0,0.0,0.0,False,0.0,True,text," D
"
1,1.0,0.0,0.0,False,0.0,False,text," h
"
1,1.0,0.0,0.0,False,0.0,False,text," t
"
1,1.0,0.0,0.0,False,0.0,False,text," a
"
1,1.0,0.0,0.0,False,0.0,False,text," m
"
1,1.0,0.0,0.0,False,0.0,False,text," .
"
1,1.0,0.0,0.0,False,0.0,False,text," [
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," 5
"
1,1.0,0.0,0.0,False,0.0,False,text," v
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
1,1.0,0.0,0.0,False,0.0,False,text," 9
"
1,1.0,0.0,0.0,False,0.0,False,text," 7
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," .
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 7
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," :
"
1,1.0,0.0,0.0,False,0.0,False,text," v
"
1,1.0,0.0,0.0,False,0.0,False,text," i
"
1,1.0,0.0,0.0,False,0.0,True,text," X
"
1,1.0,0.0,0.0,False,0.0,False,text," r
"
1,1.0,0.0,0.0,False,0.0,False,text," a
"
9,5.22222222222,0.0,0.0,False,1.0,True,text," FREE SUBSHIFTS WITH INVARIANT MEASURES FROM THE LOV ASZ
"
2,5.0,0.0,0.0,False,1.0,True,text," LOCAL LEMMA
"
2,7.5,0.0,0.0,False,0.0,True,text," ANTON BERNSHTEYN
"
14,5.28571428571,0.0,0.0,False,0.0,True,text," Abstract. Gao, Jackson, and Seward [7] proved that every countably innite group  admits
"
16,4.625,0.0,0.125,False,0.0,False,text," a nonempty free subshift X  {0, 1}. Furthermore, a theorem of Seward and Tucker-Drob [13]
"
18,4.16666666667,0.0,0.12037037037,False,0.0,False,text," implies that every countably innite group  admits a free subshift X  {0, 1} that supports an
"
13,6.23076923077,0.0,0.0,False,0.0,False,text," invariant probability measure. Aubrun, Barbieri, and Thomasse [3] used the Lovasz Local Lemma
"
14,5.78571428571,0.0,0.0,False,0.0,False,text," to give a short alternative proof of the GaoJacksonSeward theorem. Recently, Elek [6] followed
"
15,5.2,0.0,0.0,False,0.0,False,text," another approach involving the Lovasz Local Lemma to obtain a dierent proof of the existence
"
14,5.92857142857,0.0,0.0,False,0.0,False,text," of free subshifts with invariant probability measures for nitely generated soc groups. Using the
"
16,5.0625,0.0,0.0,False,0.0,False,text," measurable version of the Lovasz Local Lemma for shift actions established by the author in [4],
"
16,5.3125,0.0,0.0,False,0.0,False,text," we give a short alternative proof of the existence of such subshifts for arbitrary groups. Moreover,
"
11,4.54545454545,0.0,0.0,False,0.0,False,text," we can nd such subshifts in any nonempty invariant open set.
"
2,7.0,0.0,0.0,False,0.0,False,text," 1. Introduction
"
18,4.22222222222,0.0,0.0,False,0.0,True,text," All group actions considered in this note are left actions. Let  be a countable group. For an
"
25,2.68,0.08,0.18,False,0.0,False,text," arbitrary set A, the shift action of  on A is dened as follows: For all f  A and ,   , let1
"
7,1.57142857143,0.0,0.619047619048,False,0.0,False,text," (  f )() := f ().
"
19,4.05263157895,0.0,0.105263157895,False,0.0,True,text," Whenever A is a topological space, the shift action of  on A is continuous (with respect to the
"
18,4.38888888889,0.0,0.0555555555556,False,0.0,False,text," product topology). A particular case of this is when A is a countable set (assumed to be endowed
"
18,4.27777777778,0.0,0.111111111111,False,0.0,False,text," with the discrete topology). If A is nite, then a closed subset of A invariant under the shift
"
5,4.8,0.177777777778,0.0,False,0.0,False,text," action is called a subshift.
"
16,4.9375,0.0,0.0,False,0.0,True,text," It has been a matter of interest to establish which countable groups admit a nonempty subshift
"
23,3.08695652174,0.0434782608696,0.0869565217391,False,0.0,False,text," such that the induced action of  on it is free (recall that an action  y X is free if for all
"
24,2.58333333333,0.0,0.166666666667,False,0.0,False,text," x  X and for all   ,   x = x implies that  is the identity element of ). Dranishnikov
"
14,5.78571428571,0.0,0.0,False,0.0,False,text," and Shroeder [5] showed that any torsion-free hyperbolic group admits a free subshift. Shortly
"
17,4.70588235294,0.0,0.0,False,0.0,False,text," after, Glasner and Uspenskij [9] proved that the same is true for groups that are either Abelian
"
16,5.1875,0.0,0.0,False,0.0,False,text," or residually nite. Finally, Gao, Jackson, and Seward [7, 8] extended this result to all countable
"
11,5.90909090909,0.0,0.0,False,0.0,False,text," groups, thus completely solving the problem of existence of free subshifts.
"
12,6.33333333333,0.0,0.0,False,0.0,True,text," Seward and Tucker-Drob [13] further developed the techniques of GaoJacksonSeward to es-
"
16,5.0625,0.0,0.0,False,0.0,False,text," tablish the following very strong result: Whenever a countably innite group  is acting freely on
"
20,3.6,0.0,0.183333333333,False,0.0,False,text," a standard Borel space X, there exists an equivariant Borel map f : X  {0, 1} such that the
"
22,3.54545454545,0.0,0.121212121212,False,0.0,False,text," action of  on the closure of f (X) is free. Thus, the closure of f (X) is a nonempty free subshift;
"
18,4.27777777778,0.0,0.0555555555556,False,0.0,False,text," moreover, if the action of  on X admits an invariant probability measure, then so does the ac-
"
18,4.33333333333,0.0,0.0694444444444,False,0.0,False,text," tion of  on f (X). This implies that every countable group admits a free subshift supporting an
"
3,9.33333333333,0.0,0.0,False,0.0,False,text," invariant probability measure.
"
11,8.27272727273,0.0,0.0,False,0.0,True,text," Department of Mathematics, University of Illinois at UrbanaChampaign, IL, USA, bernsht2@illinois.edu.
"
9,6.66666666667,0.0,0.0,False,0.0,True,text," This research is supported by the Illinois Distinguished Fellowship.
"
21,4.33333333333,0.0,0.0,False,0.0,False,text," 1There are two ways to dene the shift action: either by multiplying on the right, or by multiplying on the left
"
19,4.78947368421,0.0,0.0,False,0.0,False,text," with the inverse. The latter one is more common; however, the former one is more convenient for our purposes.
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
