words_num,awerage_word_length,italicness,formuleness,heading_first_word,boldness_first_word,is_capital_first_letter,type,text
1,1.0,0.0,0.0,False,0.0,False,text," 4
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," c
"
1,1.0,0.0,0.0,False,0.0,False,text," e
"
1,1.0,0.0,0.0,False,0.0,True,text," D
"
1,1.0,0.0,0.0,False,0.0,False,text," 8
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," ]
"
1,1.0,0.0,0.0,False,0.0,False,text," .
"
1,1.0,0.0,0.0,False,0.0,True,text," A
"
1,1.0,0.0,0.0,False,0.0,True,text," F
"
1,1.0,0.0,0.0,False,0.0,False,text," h
"
1,1.0,0.0,0.0,False,0.0,False,text," t
"
1,1.0,0.0,0.0,False,0.0,False,text," a
"
1,1.0,0.0,0.0,False,0.0,False,text," m
"
1,1.0,0.0,0.0,False,0.0,False,text," [
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," 4
"
1,1.0,0.0,0.0,False,0.0,False,text," v
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 3
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 3
"
1,1.0,0.0,0.0,False,0.0,False,text," .
"
1,1.0,0.0,0.0,False,0.0,False,text," 5
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," :
"
1,1.0,0.0,0.0,False,0.0,False,text," v
"
1,1.0,0.0,0.0,False,0.0,False,text," i
"
1,1.0,0.0,0.0,False,0.0,True,text," X
"
1,1.0,0.0,0.0,False,0.0,False,text," r
"
1,1.0,0.0,0.0,False,0.0,False,text," a
"
8,4.625,0.0,0.0,False,1.0,True,text," ON A DISCRETE VERSION OF TANAKAS THEOREM FOR
"
2,8.0,0.0,0.0,False,1.0,True,text," MAXIMAL FUNCTIONS
"
10,6.0,0.0,0.0,False,0.0,True,text," JONATHAN BOBER, EMANUEL CARNEIRO, KEVIN HUGHES, AND LILLIAN B. PIERCE
"
13,4.84615384615,0.0,0.0,False,0.0,True,text," Abstract. In this paper we prove a discrete version of Tanakas theorem [19]
"
13,4.69230769231,0.0,0.0769230769231,False,0.0,False,text," for the Hardy-Littlewood maximal operator in dimension n = 1, both in the
"
10,6.4,0.0,0.1,False,0.0,False,text," non-centered and centered cases. For the non-centered maximal operator fM
"
14,3.5,0.0,0.214285714286,False,0.0,False,text," we prove that, given a function f : Z  R of bounded variation,
"
7,2.14285714286,0.0,0.385714285714,False,0.0,True,text," Var( fM f )  Var(f ),
"
14,4.5,0.0,0.0857142857143,False,0.0,False,text," where Var(f ) represents the total variation of f . For the centered maximal
"
18,2.94444444444,0.0,0.3,False,0.0,False,text," operator M we prove that, given a function f : Z  R such that f  1(Z),
"
6,2.66666666667,0.0,0.477777777778,False,0.0,True,text," Var(M f )  Ckf k1(Z).
"
15,4.26666666667,0.0,0.0,False,0.0,True,text," This provides a positive solution to a question of Haj lasz and Onninen [6] in
"
4,7.75,0.0,0.0,False,0.0,False,text," the discrete one-dimensional case.
"
2,7.0,0.0,0.0,False,0.0,False,text," 1. Introduction
"
1,2.0,0.0,1.0,False,0.0,False,text," d1
"
13,5.23076923077,0.0,0.0,False,0.0,True,text," It is natural to expect that an averaging operator should have certain smoothing
"
12,4.33333333333,0.0,0.208333333333,False,0.0,False,text," properties; for instance, the spherical means on Rd map L2 to W
"
4,3.5,0.0,0.125,False,0.0,False,text," 2 ,2 [15, Chapter
"
14,4.5,0.0,0.0119047619048,False,0.0,False,text," 8, 5.21]. So one could expect that a maximal operator, being a supremum over
"
13,5.23076923077,0.0,0.0,False,0.0,False,text," averages, should not behave too dierently. In fact, if maximal operators are not
"
14,5.07142857143,0.0,0.0,False,0.0,False,text," smoothing operators, at least they do not destroy the regularity of functions, up to
"
14,4.78571428571,0.0,0.0,False,0.0,False,text," one weak derivative. This is the principle behind the program started in 1998 by
"
12,5.66666666667,0.0,0.0,False,0.0,True,text," Kinunnen [9] that studies the regularity of maximal operators acting on Sobolev
"
