words_num,awerage_word_length,italicness,formuleness,heading_first_word,boldness_first_word,is_capital_first_letter,type,text
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," c
"
1,1.0,0.0,0.0,False,0.0,False,text," e
"
1,1.0,0.0,0.0,False,0.0,True,text," D
"
1,1.0,0.0,0.0,False,0.0,False,text," 5
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," ]
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," .
"
1,1.0,0.0,0.0,False,0.0,True,text," O
"
1,1.0,0.0,0.0,False,0.0,True,text," C
"
1,1.0,0.0,0.0,False,0.0,False,text," h
"
1,1.0,0.0,0.0,False,0.0,False,text," t
"
1,1.0,0.0,0.0,False,0.0,False,text," a
"
1,1.0,0.0,0.0,False,0.0,False,text," m
"
1,1.0,0.0,0.0,False,0.0,False,text," [
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
2,0.0,0.0,0.0,False,0.0,False,text,"  
"
1,1.0,0.0,0.0,False,0.0,False,text," 2
"
1,1.0,0.0,0.0,False,0.0,False,text," v
"
1,1.0,0.0,0.0,False,0.0,False,text," 5
"
1,1.0,0.0,0.0,False,0.0,False,text," 7
"
1,1.0,0.0,0.0,False,0.0,False,text," 8
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," .
"
1,1.0,0.0,0.0,False,0.0,False,text," 5
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 0
"
1,1.0,0.0,0.0,False,0.0,False,text," 1
"
1,1.0,0.0,0.0,False,0.0,False,text," :
"
1,1.0,0.0,0.0,False,0.0,False,text," v
"
1,1.0,0.0,0.0,False,0.0,False,text," i
"
1,1.0,0.0,0.0,False,0.0,True,text," X
"
1,1.0,0.0,0.0,False,0.0,False,text," r
"
1,1.0,0.0,0.0,False,0.0,False,text," a
"
6,5.33333333333,0.0,0.0,False,0.0,True,text," Improved bounds on coloring of graphs
"
6,7.5,0.0,0.0,False,0.0,True,text," Sokol Ndreca1, Aldo Procacci2, Benedetto Scoppola3
"
11,5.72727272727,0.0,0.0,False,0.0,False,text," 1Dep. Estatstica-ICEx, UFMG, CP 702 Belo Horizonte - MG, 30161-970 Brazil
"
11,5.72727272727,0.0,0.0,False,0.0,False,text," 2Dep. Matematica-ICEx, UFMG, CP 702 Belo Horizonte - MG, 30161-970 Brazil
"
12,5.66666666667,0.0,0.0,False,0.0,False,text," 3Dipartimento di Matematica - Universita Tor Vergata di Roma, 00133 Roma, Italy
"
1,7.0,0.0,0.0,False,0.0,False,text," emails:
"
1,18.0,0.0,0.0,False,0.0,False,text," sokol@est.ufmg.br;
"
2,20.5,0.0,0.0,False,0.0,False,text," aldo@mat.ufmg.br; scoppola@mat.uniroma2.it
"
1,8.0,0.0,0.0,False,1.0,True,text," Abstract
"
17,3.82352941176,0.0,0.0588235294118,False,0.0,True,text," Given a graph G with maximum degree   3, we prove that the acyclic edge chromatic
"
18,3.27777777778,0.0,0.221296296296,False,0.0,False,text," number a(G) of G is such that a(G)  9.62(  1). Moreover we prove that: a(G) 
"
25,2.0,0.0,0.292,False,0.0,False,text," 6.42(  1) if G has girth g  5 ; a(G)  5.77(  1) if G has girth g  7; a(G) 
"
24,2.125,0.0,0.210416666667,False,0.0,False,text," 4.52(  1) if g  53; a(G)   + 2 if g  25.84 log (1 + 4.1/ log ). We further
"
17,4.17647058824,0.0,0.142857142857,False,0.0,False,text," prove that the acyclic (vertex) chromatic number a(G) of G is such that a(G)  6.594/3 +
"
16,3.9375,0.0,0.1875,False,0.0,False,text," 3.3. We also prove that the star-chromatic number s(G) of G is such that s(G) 
"
16,4.0625,0.0,0.191964285714,False,0.0,False,text," 4.343/2 + 1.5. We nally prove that the -frugal chromatic number (G) of G is such
"
12,5.08333333333,0.0,0.31712962963,False,0.0,False,text," that (G)  max{k1(), k2()1+1/ /(!)1/}, where k1() and k2() are decreasing
"
20,3.3,0.0,0.0833333333333,False,0.0,False,text," functions of  such that k1()  [4, 6] and k2()  [2, 5]. To obtain these results we use
"
14,5.21428571429,0.0,0.0,False,0.0,False,text," an improved version of the Lovasz Local Lemma due to Bissacot, Fernandez, Procacci and
"
2,6.0,0.0,0.0,False,0.0,True,text," Scoppola [6].
"
1,1.0,0.0,0.0,False,1.0,False,text," 1
"
1,12.0,0.0,0.0,False,1.0,True,text," Introduction
"
22,3.18181818182,0.0,0.166666666667,False,0.0,True,text," Let G = (V, E) be an undirected graph with vertex set V and edge set E. Let  be the maximum
"
22,3.54545454545,0.0,0.151515151515,False,0.0,False,text," degree of G and g the girth of G (i.e. the length of the shortest cycle in G). A vertex coloring of
"
19,4.10526315789,0.0526315789474,0.105263157895,False,0.0,True,text," G is proper if no two adjacent vertices receive the same color. A proper vertex coloring of G is
"
19,4.15789473684,0.157894736842,0.0789473684211,False,0.0,False,text," acyclic if there are no two-colored cycles in G. A proper vertex coloring of G is a star coloring
"
19,4.0,0.0526315789474,0.0601503759398,False,0.0,False,text," if no path of length 3 is bi-chromatic. A proper vertex coloring of G is -frugal if any vertex
"
18,4.22222222222,0.0,0.0555555555556,False,0.0,False,text," has at most  members of any color class in its neighborhood. Similarly, an edge coloring of G
"
19,4.10526315789,0.0,0.0,False,0.0,False,text," is said to be proper if no pair of incident edges receive the same color. A proper edge coloring
"
13,3.84615384615,0.0,0.0769230769231,False,0.0,False,text," of G is said to be acyclic if there are no two-colored cycles.
"
17,4.23529411765,0.0,0.0588235294118,False,0.0,True,text," The minimum number of colors required such that a graph G has at least one proper vertex
"
16,4.5625,0.125,0.0875,False,0.0,False,text," coloring is called chromatic number of G and will be denoted by c(G). The minimum number
"
18,4.38888888889,0.0,0.0555555555556,False,0.0,False,text," of colors required such that a graph G has at least one acyclic proper vertex coloring is called
"
16,4.5,0.1875,0.0875,False,0.0,False,text," acyclic chromatic number of G and will be denoted by a(G). The minimum number of colors
"
